,OSOURCE,TCODE,STATE,MAILCODE,RECINHSE,RECP3,DOMAIN,WEALTH2,VETERANS,CRAFTS,WALKER,PEPSTRFL,RFA_5,RFA_24,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
14363,10.0,1002.0,14.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,24.0,48.0,1.868178153611078,-0.19929643492156723,-1.0713837707190528,-0.9340748190339321,-0.5571910593613684,0.5508266941882733,1.0167320859195257,0.4134736030384849,-0.40098781537587597,-1.4015181518565407,0.6805351194595635,0.07528773652495441,-0.9052699154349467
19921,87.0,28.0,17.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,224.0,112.0,0.5326281996753398,2.202833826042647,-2.2554311451533398,-1.281491260349214,-0.15257111314482427,-0.5991371353259951,-0.053752404171917734,0.01752428475519441,-1.2955474014135033,-1.3052806176341218,0.850683213569717,-1.6712965351245983,-0.4743472444179824
27502,174.0,0.0,12.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,60.0,18.0,1.1216423743253745,-0.059621357407913946,-0.5371438803537986,0.5524149753990777,-1.607299160583776,0.3031533660295033,-0.6879355640897021,-0.7730856910460829,0.8215842431444281,0.9669976850594745,0.19103883386250284,-0.3851866659374075,-0.1610124945689221
41045,55.0,0.0,40.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,40.0,0.0,2.645057420558746,-0.9792764761072573,0.2463931546376246,0.06569902986474668,1.077994527065916,0.5239939307296627,0.323085534573821,-1.0372458445993422,-0.4059548000572441,-0.23068144982870195,-1.499912284047284,1.1108117990522988,0.32844164072007553
83312,148.0,0.0,31.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,224.0,40.0,3.207743198475206,-0.6596505740357259,-1.8352589971218372,-0.2542146413228232,-0.6066980076938281,0.3811925800460457,0.7810032877003802,-0.025400175164099183,0.2772830813007539,2.299918037725421,2.3183912992568634,-0.24134918564353747,-0.4765187452008042
49048,189.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,63.0,0.0,-2.465811176732743,0.17594414458752994,-0.4938756130043518,0.5052158190137962,0.04410242970429437,-1.2635609800676075,-0.6346541205723254,-0.06175121139368428,0.22298751156129143,0.3725110766429082,0.337629984272464,0.47411960026771754,-0.3379051186063882
25977,13.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,20.0,8.0,0.05908233363954849,-3.706598527680035,0.31037171569739075,-0.10086718227828263,0.11945725672965915,-2.0103045561998933,-0.7074198175976457,-0.6888704326280041,1.9503168528375183,-0.9399542475530316,-0.3817412800476848,-0.22876593610944906,-0.5693926930073042
90668,39.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,18.0,1.5580027900294775,0.5151157017397174,0.21563832170169442,-0.2905933350511442,-0.528732627565578,0.5768036082164052,-0.47451739957042954,0.3485681046398825,0.10334968860785379,-0.32550190018333947,-0.17190313383382635,0.638538498346086,0.16877750576028577
23500,54.0,2.0,3.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0422030725715206,3.1015269840433737,-1.8108566691527188,0.9727073848138127,-0.4669538306032982,0.5968976461141632,-1.0600400683695905,-1.3749738476546174,-0.39005616980973334,0.22212696469966758,0.061064849612953075,-0.8262645945778834,-0.07175581827402584
18085,18.0,2.0,14.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,42.0,0.0,1.630255654949938,3.2807078356610373,2.397047934836871,-1.079395776574756,-0.37500102348542086,-0.45236451083123547,-2.250691819000291,1.2007602088996032,0.03616263142753314,-0.4482302242697761,-0.1967938880718538,-0.12861113015460346,1.476380431028484
89407,4.0,2.0,29.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,120.0,15.0,0.13557752704313603,-0.050596547195180024,-0.4447863825729274,0.48203652570857697,2.2877681195947015,0.10510473699121343,-1.1198309446138917,-0.026457058513485232,-0.6739582218581521,0.1126724910404691,-0.3938853328475133,0.2567163290040615,0.2991516568599022
12357,137.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,224.0,40.0,1.1156322718898388,-2.5015085922995643,1.110303488645549,-0.4476428592697091,0.0166804179060898,-0.8032099944109141,0.6342931666962845,0.3861500386424135,-1.0253588027760472,-0.8766399577408721,0.9525907114144863,-0.8325818710757412,-0.044087731761081335
76703,0.0,0.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,-0.4175828195374705,0.7154677026695759,-2.3300310303814524,-0.07630365814012147,0.39757515587360687,0.5435094803062267,-0.6933049786071305,-0.7949979737383183,-0.7588794546492238,0.13524656970498575,-2.029897650982366,-1.2870173016868998,-0.32934730151454167
12154,1.0,1.0,14.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,224.0,40.0,-0.3125259920838497,-3.6609130690122877,0.3411930268572664,-0.14044585017599162,0.8734878168504737,0.6916472505499359,0.551021633975701,0.175655876534614,0.03529464198437163,-0.39295248453575116,1.4663163796253689,-0.3224608496294051,0.9850687449840807
40956,112.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,224.0,224.0,-4.304869426281058,-2.2101447927342956,1.0311646612048901,-0.6546456229067501,0.007362528467649322,0.4034081626648972,-0.7618605632475695,0.05131019752602122,-1.0326694527069489,-1.271100666638423,0.09253869318127793,0.013136383517005188,0.29649210774464313
86140,22.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.4300025543864736,1.2168899251705583,-3.5385617088555468,-0.23999877188602028,1.8105946265440789,1.5294396795768124,-1.282518001413675,-0.3878406875373847,0.4265672775193151,1.0493177140055803,0.8031881002357543,-1.5145575752766154,-1.045199444172867
17676,159.0,0.0,21.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,24.0,48.0,0.7226841968392909,-1.7222801716231066,-0.6141119710045739,-0.6967682676972838,-1.4632118366590698,0.210690577826274,0.548400839867312,-1.1886102060255228,-0.31030864048041806,0.4618319971959212,-0.5010955038156888,-0.7553827481393109,-0.19607954498431626
34401,22.0,1.0,12.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,140.0,18.0,1.855673477309556,-0.01037991801615934,-2.803143612040707,1.4444151299407135,-1.570661620422688,0.6047488576770416,-0.34306380624133753,0.28978689421383746,0.5776498681728864,4.154771110772607,2.839905721260335,-1.3829507338536475,-1.820703512769672
27926,76.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.868673829924175,0.15414336954300847,-0.1284271689992688,-0.1725815117141155,0.7459300495360432,0.6812767832764162,-0.2468224311058306,-0.941088532868201,0.11056682459771722,0.053283206829929076,0.19535878214100663,0.5774271050587698,0.21672854570243763
59573,15.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,48.0,-0.8254050487153228,-1.1226730048756652,1.9770138930979038,-1.182495288819178,1.0653760834314723,0.3527152557752775,0.9905284980587028,1.1632183081995182,-0.1692000518003977,0.37640885954968045,1.5014610126656855,-0.1266716420995396,0.8477150771988733
17119,7.0,0.0,16.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,72.0,8.0,1.6220452737921291,0.15411262332186026,-0.15683732942099987,-1.0931361390852052,-1.7426882214975425,-0.5004934524240015,0.10749125360338468,-0.08296119269295725,-0.5444483957918205,-0.2098475974503161,-1.297087416914007,-0.6031659977832426,-0.6192852249978509
37310,432.0,28.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06556554826438422,0.22575550036895145,1.061542223984479,-0.21789014898953976,0.2539837557683116,-1.5642051913851314,-0.44242726210867517,1.3339953633633799,1.442625099756071,0.21275513545557367,0.1319275447940058,1.1889368912501843,-0.06675992607473913
33243,66.0,28.0,20.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,84.0,8.0,-0.15050021270797476,-0.517359775893461,-0.2964407224365562,-0.426887810588893,1.6942682649384542,-1.6512443168666266,0.035567641485829846,-0.4727889334674309,1.4073725940583481,-0.15439452151517594,0.6609406755253018,0.5918648244506838,-0.06059068872138682
48883,94.0,1.0,14.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,224.0,40.0,4.283257707074957,-0.26368044422230624,0.327081365321993,-0.26842043001956317,2.020418227486035,0.7516942666933012,-0.7525827399890751,-0.4099486225453017,0.4968449417034099,0.2045657763659708,0.13316881924007126,-0.09182275949236857,0.06946982909458599
68679,15.0,2.0,2.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.5079344043581755,-3.2899574597661,-0.6502853042118305,0.34364905080361097,-0.19928629514910032,-0.5895489863712543,0.21453178897692643,0.03411520166479352,0.5142007979580895,0.3778992726645844,-1.2441713352648862,-0.3180471965177865,0.8330088633622581
5761,62.0,1002.0,14.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,144.0,48.0,-2.6076885423412826,-1.8356734244777317,-0.07557508815009313,-0.5888501465831623,0.13049372042117074,0.5011582430331079,-0.5582120195596307,0.18017179526483362,-0.8326062458490932,1.397484929928951,1.036004095556471,0.32327519420913453,-0.47735668739195797
37814,45.0,2.0,8.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,42.0,210.0,-4.71253013337845,0.9794884868982651,0.9382773923086806,0.5490798644888858,1.6109098418000516,0.7567858690061897,-0.8593529652354833,-1.235708563671005,-0.19191317375823058,-1.0177988317326845,-0.4864474137380369,-0.16922878294924404,0.6050060041767861
92429,71.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,18.0,0.0,2.1805826536284414,-0.41795605343224906,-2.3546824048035115,-0.4578669170376095,-0.2846486849356374,2.6846604981952233,0.6163943987215644,2.4894754017950995,1.7081741495415754,-1.5288889154051866,0.24172139416433014,0.9708032407470385,-0.5252686413506128
48395,45.0,3.0,12.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,42.0,84.0,-3.0786233334745092,1.2568072164183592,-0.5591764819276394,-0.22797301521826166,-1.2525759758458708,1.1408598337873397,-0.23323624348310287,-1.4268993750821983,0.5116165077105618,-0.6673005709446965,0.14980306949763664,-0.668815664104984,-0.2924046198400376
10254,112.0,1.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,60.0,0.0,-1.9467872207256254,-2.3944784622339723,2.420493210613585,1.5045404987313002,0.8267743092452678,1.0043467778402793,-0.35035075885229844,-1.4635471521057268,0.4583396838199659,-0.7669998578458878,-0.21828884497997786,0.4206710634497796,0.6499313997078994
59487,170.0,2.0,21.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,120.0,18.0,3.2401390989833923,0.3265917442487729,-3.202385245303157,-0.4967505201960167,1.73796007138293,0.3161111378702071,0.14926026331037986,0.277938046744054,-0.6334276784353118,0.10547037359747434,-1.0638363126152715,-1.036713449926697,0.10682622706937837
86584,534.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,60.0,0.0,-2.7507772649062474,-1.5954837058779516,2.621902448073631,1.088777894641464,0.8237837923900351,1.1102839227159391,-0.3985843858896307,-1.3122586489875336,0.6071921269739549,1.039304904563277,-1.9839750667878409,0.5871304533882034,0.6726092298959724
24135,51.0,28.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11542477299214063,1.2570527955897786,-0.5909710687192077,0.09752553967002116,1.3492617411831294,-1.9648067071267026,-1.1852998548350573,1.0788496847589308,1.1125124675834837,0.7355299836993794,-0.39186952135023057,0.1818094250694133,-0.22091007258471904
87802,27.0,0.0,1.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.8377746562957413,1.20464872151589,0.801439414883609,0.8107555380654939,-0.4167902527973168,2.5561662382520205,-0.6496845738030681,-0.5874102272099956,1.5227422909072188,-0.5312243632256078,-0.9879316187089088,1.50506857004257,0.23668000337292605
7747,62.0,28.0,12.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,18.0,8.0,2.3936973587142227,1.0575394094380415,3.4679285210846036,-1.9958257868022813,-1.2663655373919938,0.07215770197781243,2.1687230893732696,1.1266624765052302,0.14481698793688838,-2.0093471275981676,2.7979301681896924,1.1599243758561673,-0.3576479388859973
41877,77.0,28.0,18.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,120.0,10.0,-0.13962163205916323,-2.533430183507123,-5.611969628707181,2.577035536832647,1.1771709392130194,-0.8135214354666286,-0.008057049603880187,-1.5793616416889331,-3.9178609700679212,2.2521744697915644,-1.0774127994218718,5.039412936074019,2.1117006101639655
24999,45.0,3.0,35.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,1.8098361743417832,0.8527920737241165,1.1891999269717102,-0.5826251881393784,-1.0749806188146558,-0.13078747693768403,-0.7966175603373541,-0.1125705818887921,-0.10752341116921353,-1.0773288889398527,0.8615830784903424,0.6810128538041987,-0.12299767686897436
56237,144.0,1002.0,13.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,224.0,56.0,-2.5921105252799395,1.3450452493184015,-2.2495541647743478,-1.2685027104283826,0.7153106232565384,-2.5966125520204075,-0.3447305220981633,0.06699944930808296,0.6281766037570821,0.34064492889871995,-0.2123788340717888,-0.8334221780198617,-0.8115103373691503
42388,62.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,1.4764876816005794,-0.8223750653352137,1.1534131295646461,-0.6723730110236698,-1.6965752483591297,0.7470109482511171,-1.110751533830374,-0.3352704024495257,0.786302352828861,0.3074911450764437,0.9679140921257199,1.1571035608267943,-0.7578391514737397
34159,113.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,1.0,60.0,120.0,-0.9764305625851479,-1.5688038026305868,1.2834032789824699,1.2839801526909156,0.538211139044724,-0.8018854544300626,-1.786191064968242,-0.7703544290465765,0.1801360028795406,0.1828001775284227,-0.8868479059931966,-0.6781288554369851,0.35032080188570147
468,148.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,63.0,144.0,-3.1847934194208154,-1.7051745121097817,0.0008336348904850657,-0.23723789650965185,-1.0351696666980659,0.22710826684275276,0.7392058212790971,0.3667870842376256,-0.1961408748509449,-0.8816207835620983,0.7268056908529734,-1.2823556397675189,0.26320992928063036
19967,114.0,2.0,3.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,60.0,0.0,-0.25319998814336003,1.57346331118171,-0.15832620417676743,0.9390286819249838,0.8861682305492505,0.6273792333976576,-1.1122603044200854,-0.5922500123591523,-0.17147616025767912,-0.3771601017713532,-0.9442795162312745,0.35685172342275234,1.1023451241342532
69878,165.0,0.0,21.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,-2.1667944791251306,-0.3910153903436786,-0.026673979721977967,-0.3828317281704122,0.10389651773947911,-1.1126135817861738,-1.4603581530386518,-0.6726191029582901,1.064324932628106,0.0841957868576947,0.1718380051910422,1.3777780295378328,0.48674764010878324
60819,52.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,224.0,48.0,-2.1494604379878886,1.0934485724209082,-1.6770001481433385,-0.6841903904690977,-2.1324592324092935,0.6552052297684162,-0.8563348926101622,0.4558439930216845,-0.1998281737412278,-0.7798104115445822,0.16178871463419178,0.21623148152359245,1.2789658597726783
88290,35.0,3.0,18.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,36.0,1.8770407339987492,1.0262739466423165,0.377358592227415,-0.06713814699912492,0.1656885813073273,0.05332883800757844,-0.11938984739016086,-0.46663047186314116,-0.4772039766362196,1.0222516013111602,-1.192453632022321,0.07900558605668957,-0.28765119499887754
23060,135.0,1.0,24.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.3681763989459033,0.29951812061106853,0.5255466846453286,-0.27319561271526055,1.7746029093127802,-1.5533891119220786,1.375437895469933,0.8734481736964255,2.057332463347218,-0.27971289800604415,0.556203327101546,1.8877328586059832,0.3540139725588243
69210,78.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,280.0,48.0,-0.02051888668367857,1.8296750490539768,1.9288336605820604,1.5293889800749663,-2.1492089457859804,-0.2342637763068653,0.51514086295848,-0.40177298896766545,-0.5705264903390123,-0.3201754330321855,0.5019289689598528,1.928868281673699,0.02634641806333643
42759,62.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,20.0,8.0,4.5190952486322855,0.4980201661305079,1.0083819910435923,1.6871116622699325,-1.0808822945848884,-1.4248914163676956,-0.11651886337582819,0.22971060695764434,-0.8334280238402259,-0.30050708452994024,-0.9089268926613939,-0.8814043101024022,-0.6884056629308315
39145,70.0,28.0,12.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,224.0,192.0,-0.545517778146968,0.08927744156762935,-2.3587565113148146,-0.7247304646592505,-0.8102471189058885,0.04178835242930683,-0.151794399295721,-1.1103265301884433,-0.5873551122562254,-1.4471959337154325,0.2168326114375186,-1.515111220600796,0.27647473808702017
23931,189.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.008443666185789282,0.8347931731227906,0.9494651828933792,0.006749295705327387,-2.0791033285590057,0.3103168920257136,-1.0311826549802086,-0.6426071582054756,0.39355934416642063,0.4710080017957146,-0.42060691818243306,0.6404373935621412,-0.6938347084004441
37566,22.0,1.0,12.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,60.0,18.0,1.2858153102299197,-1.4925416500057351,1.423464652997894,-0.18809809495535607,-2.505314066326413,0.36833393186534635,-1.0406429329576594,-0.9909290454972502,0.9659655436950917,0.9169418003568036,1.2599823262573067,0.6601433068701811,0.01052197972374182
64899,283.0,0.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.902046449629416,4.260323626455539,0.34678194625829994,1.3914450004314123,0.28919631334954876,-1.7205984165573747,-0.6548782934384311,-0.35236905322137435,1.674200523381312,-1.3219387609323994,0.8447873194033187,-0.5421490892067059,-0.36106716108361825
68193,106.0,0.0,14.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,224.0,54.0,2.8471312773755564,-0.7617908433297095,-1.8705224754641245,0.9772842867353948,-0.6281145299327167,0.029304797884745035,0.6832834219755154,0.3617141685577251,-0.8813871647020557,-0.24085913826759892,1.1260037745466482,0.21530178761055,-0.7833165522967128
16903,27.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1488647238914815,-0.3878913330554227,0.8145375024288631,0.5004387917769094,-0.20999237958785716,0.19631711029854665,-0.16312579001951713,0.5547009081297565,-0.26974960237704637,-0.6827149210554206,0.6887759774455452,-0.8690363908850461,0.6157208094615125
32862,55.0,1.0,19.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,60.0,60.0,0.32498630347384977,-3.5542022219250176,-0.6380183397349231,0.9988955197610295,0.464345619153748,-0.9395471244930285,0.37003104687007937,-0.5589142282957457,0.7488208845468133,-0.7717996257364821,1.5363563335732784,-0.2790628557385477,0.09678802010433732
83133,85.0,1002.0,7.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,120.0,180.0,0.8236883315584639,1.2470796386635867,1.1284236507662697,1.162428608363236,-0.7909821653799389,-0.15719122864488158,-0.6451720629314085,-0.608544576747536,-0.700595248189284,-0.3333478701885113,-0.08888565285173934,0.4629041823413182,-0.25683363616193894
39920,31.0,2.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,20.0,8.0,-0.9353197510797939,-4.5351676333815405,-0.03062473149785893,0.17573064086488227,0.09096412697319212,0.2262191805654156,-1.2417266229967352,0.95353959757787,-1.1899302632342925,0.19774323441480943,0.3521103672062146,-1.5473587316369017,-0.24379605602601573
43466,14.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.992170182521447,-1.02145449087062,-0.5975045791356436,-0.6698702050063332,3.1031760114438844,1.1371483023360596,1.2706582534860964,1.2331419258541512,2.2637807131899406,2.338480337484738,1.2818888766198004,0.02257433938793287,-1.5258785905448895
64283,87.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,140.0,0.0,0.5004961862710257,1.7688525695424018,1.3443230512735413,0.8210312246190751,1.9314629203412998,-0.2265391874363182,0.8505598253341454,-0.18773008177396205,-0.9792357161557116,0.3826120656657831,-0.8445117786124494,0.1424174495819968,0.39152922155234243
52479,54.0,0.0,14.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,1.6042627062414918,-0.4601630352477562,-0.5821211461080218,-0.082875536086332,2.677281858738916,-1.7971347856799589,-0.26860784501863655,0.14930622636007418,1.8143856743365916,0.2528287799826207,0.20953586237764094,0.7793003022790028,-0.21918941436726957
63075,88.0,28.0,37.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.614100313112444,-1.0513067505353262,0.30977509024513744,-0.024996311493120753,-0.8945815005678847,1.7068580105155662,2.078959362548733,-0.4029195547820632,0.8337421468736023,0.7116260454889296,-0.7848307236035553,0.6662688981394613,-1.0312195384115301
42747,9.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7666997273504128,0.7095519207936271,-1.7775949007502647,-0.22758183595853254,-0.9291792688066252,-0.17476475931740396,1.116755859483189,0.8641199678613607,-0.31007634950180163,-1.0530141107179605,-0.9893601417643899,-1.7378784757219388,0.047273207014121896
8081,78.0,2.0,14.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5500933900387137,-2.0161242107899606,-0.8697524632744495,0.5924346743572979,1.1859984494897502,0.15859870235020354,0.5942847115133757,1.7069164086878879,-3.0879936243674235,0.6320658253749954,-0.6110708185159056,0.2505244792336935,-1.1023354203643272
27962,462.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,60.0,8.0,2.8451383399401866,0.05734682111352879,0.6792181248299543,-0.2906173756439067,-3.1162816856486457,-1.0032655397220687,0.4957378080739457,1.0752574824661265,-0.8328268276200104,-1.0612075164499797,1.221946779992903,0.31356228703810723,-1.1820563961196815
18088,108.0,0.0,18.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,-1.6151902999962213,1.5042285962564537,-1.4602537458587246,-0.0348209699097416,-0.8571488091347019,1.0789380088568588,0.7155194320599831,-0.029710404134929046,0.6760061380432711,-0.5224870397347794,0.5428515525633195,-0.804439290934485,1.0699610264761288
93743,54.0,2.0,31.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,-3.350505737551358,-0.6117228556789174,1.5670471088378408,-0.5654067965288002,1.454468638867341,1.5030251618751014,-1.1491227218292117,1.1016945847663486,0.3920324177971142,-0.6008526254231134,-0.1821168217810829,0.0805344494122908,1.1072746790172043
4299,39.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,60.0,96.0,2.0656252051320387,0.9434102198108596,1.979413119339192,-0.2863744975975556,-0.8354308664916017,-0.6208259690756482,-0.17653518351281428,-0.36616737920606757,-0.6139931205198544,0.2709293488834142,-1.4355636839845503,-0.2582729991239282,-0.2142410136659288
29224,45.0,2.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,224.0,40.0,2.2194528600256263,-2.034975097276839,2.8669106525109407,-0.7352456595766398,1.3914236514245055,-0.11497461912799667,-0.6178936010922749,-0.27907677923666546,0.3254802061310915,-0.22539129327926957,-0.03595155344189945,0.03487965253587837,0.6360264781658383
94843,66.0,1.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,1.0,0.0,8.0,0.060937359922705915,-2.1181996093758535,-3.238191394596915,0.968234752900895,-2.0564608495419106,1.435335782102722,0.3314555119797536,-0.9934286280249155,1.102032813358824,5.547335522469204,1.754041782239658,-1.7320483627488819,-1.173101397420952
37393,4.0,1.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,120.0,60.0,0.6184123939600527,4.67079491522638,-0.40290587477799034,2.906480827898505,-1.7398550565505664,-1.3899268040638157,1.8129402954175091,1.635476986317142,-1.4016478501004814,0.4855985957056341,-1.3012144317313938,-0.41314999425105786,1.2292630667869977
2586,19.0,1.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,54.0,8.0,1.5947719949468921,-0.7044017272619598,-1.4580736054290215,-1.1288738042027608,0.8765159828547938,1.3935724444078155,1.7232330388757682,-0.5661335895133142,0.5490933577997307,0.5677847874499053,-0.2595773872287041,-0.2661099906187218,-0.40086140332619574
18170,32.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0870679249958993,1.7639014774156558,-4.082362561748706,0.7075746653090066,0.5262058390464897,-0.09057570312513159,-1.2718234998702285,-0.9484823209840241,-2.0170011034889535,0.10112957752276512,-0.5434248442955071,0.6278222145247085,0.2233402971220852
80704,160.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,20.0,8.0,3.5982567707768527,-0.3796097890868546,2.046980255858813,-0.2031642299714168,-1.9546111137999382,-0.4813610198897672,-1.5255441200456945,0.26118969376801127,0.35680397247125945,-0.01247129447520959,1.763014141299173,-0.06902389141537951,-0.9540753523587656
48182,69.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,224.0,54.0,0.912926881891554,-2.748327721382836,-2.09991320271503,-0.012888779413300468,-0.8884333021340896,0.5391851773383795,0.96887062043748,-1.53452220868303,0.07628882679443039,-1.9239941029577836,0.11934816652740907,-1.4109438734294923,0.21790675229812692
52938,15.0,1.0,3.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,54.0,10.0,0.694102038689122,-0.5319864029783603,-1.5936191755465767,-0.8259742041860569,-0.4085908110607879,0.32626007559190645,0.34053004856839864,-0.8824496268514664,-0.45543103360522236,0.5924484380587022,-0.739118527137241,-0.7303640352563777,-0.4158856275903388
66889,31.0,28.0,3.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,54.0,0.9114450182866862,0.8004750737038002,-1.160671845384939,-0.11226031017344928,-0.42190242021992463,0.5818296919600692,-0.5620511759613344,0.30927017458140565,0.15558912994447321,0.5647962293362241,0.21772727051461602,0.12677531302639722,0.4379193237680473
